1,"Infotainment Television"," Infotainment Television Pvt Ltd. or ITV is a production company based in New Delhi India. It produces programmes for BBC Channel News Asia Doordarshan CNBC and SABe TV. It was started in August 2001 by Karan Thapar President of ITV. Karan Thapar is a very aggressive interviewer."
1,"Northern Foods"," Northern Foods Ltd is a British food manufacturer headquartered in Leeds England. It was formerly listed on the London Stock Exchange and was a constituent of the FTSE SmallCap Index. The company was scheduled to merge with Greencore Group in 2011 to form Essenta Foods the group being headquartered in Dublin and listed on the FTSE."
1,"Huntington Ingalls Industries"," Huntington Ingalls Industries (HII) is an American Fortune 500 shipbuilding company formed on March 31 2011 as a spin-off of Northrop Grumman.It was formerly known as Northrop Grumman Shipbuilding (NGSB) created on January 28 2008 by the merger of Northrop Grumman's two shipbuilding sectors Northrop Grumman Ship Systems and Northrop Grumman Newport News. The company takes its name from the founders of its two main facilities: Collis P."
1,"CMU Sphinx"," CMU Sphinx also called Sphinx in short is the general term to describe a group of speech recognition systems developed at Carnegie Mellon University. These include a series of speech recognizers (Sphinx 2 - 4) and an acoustic model trainer (SphinxTrain). In 2000 the Sphinx group at Carnegie Mellon committed to open source several speech recognizer components including Sphinx 2 and later Sphinx 3 (in 2001). The speech decoders come with acoustic models and sample applications."
1,"Unitech Group"," Unitech Limited is India's second largest real estate investment company and has recently claimed to be the largest real estate builder in the country.The company is based in New Delhi and ranks 1484 in Forbes Global 2000 listing of the top 2000 public companies in the world by Forbes magazine 32nd in India."
1,"Cellcom (Israel)"," Cellcom (TASE: CEL NYSE: CEL)(Hebrew: סלקום) is Israel's 3rd largest telecommunications company.Founded in 1994 most of the company's business is centered on wireless service. Cellcom was the first to market mobile phones with Hebrew language menus. Its current CEO is Nir Sztern who was appointed on 1 January 2012."
1,"Hoosier Racing Tire"," Hoosier Racing Tire is an American tire manufacturer primarily specializing in the production of tires for competition use. An Indiana-based company Hoosier claims to be the world's largest race tire manufacturer."
1,"Helly Hansen"," Helly Hansen is a producer of textiles and gear for sports and work on the ocean and in the mountains headquartered in Oslo Norway."
1,"Bean Pole"," Bean Pole established in 1989 is a South Korean fashion brand owned by Samsung’s Cheil Industries. It produces ‘neo traditional’ family fashion (Bean Pole Men Bean Pole Ladies and Bean Pole Kids); as well as accessories (Bean Pole Accessory) golf wear (Bean Pole Golf) and outdoors fashion/equipment (Bean Pole Outdoor). Towards the end of 2012 they added the ‘Bike Repair Shop’ to their list of sub-brands."
1,"Reliance Retail"," Reliance Retail Ltd. is a subsidiary company of Reliance Industries. Founded in 2006 and based in Mumbai it is the largest retailer in India in terms of revenue. Its retail outlets offer foods groceries apparel and footwear lifestyle and home improvement products electronic goods and farm implements and inputs. The company’s outlets also provide vegetables fruits and flowers."
1,"St-Hubert"," St-Hubert BBQ Ltd is a privately held chain of Canadian casual dining restaurants best known for its rotisserie chicken. St-Hubert once had a presence throughout eastern Canada but it now has few locations outside its home province of Quebec where it remains a dominant chain. Other locations are found in Ottawa Cornwall Rockland Bathurst Moncton Fredericton and Saint John. St-Hubert is the 16th largest restaurant chain operating in Canada."
1,"Emsa (Household goods)"," Hidden Champion Emsa GmbH is an innovative medium-sized (SME) German manufacturer of household goods garden equipment and garden accessories who has achieved to establish an internationally recognised trademark for a variety of niches."
1,"Gecko Gear"," Gecko Gear is an Australian design and manufacturing company specializing in iPod iPad and iPhone accessories as well as other computer related products. It maintains warehouses in Melbourne and in Shenzhen China but keeps design operations in Melbourne in order to maintain focus on quality control of the final product. The company has expanded from Australia to the European Latin American and Middle Eastern markets. The brand is also sold in Radio Shack stores in the United States."
1,"Fujitsu"," Fujitsu Ltd. (富士通株式会社 Fujitsū Kabushiki-Kaisha) is a Japanese multinational information technology equipment and services company headquartered in Tokyo Japan. It is the world's second-largest IT services provider measured by revenues (after IBM).Fujitsu chiefly makes computing products but the company and its subsidiaries also offer a diversity of products and services in the areas of personal computing telecommunications and advanced microelectronics."
1,"Reliance Entertainment"," Reliance Entertainment (formerly known as Reliance BIG Entertainment) is a wholly owned subsidiary of the Reliance Anil Dhirubhai Ambani Group handling its media and entertainment business across content and distribution platforms.The key content initiative are across Movies Music Sports Gaming Internet & mobile portals leading to direct opportunities in delivery across the emerging digital distribution platforms: digital cinema IPTV DTH and Mobile TV."
1,"Bincho"," Bincho also known as Bincho Yakitori is a London-based Japanese restaurant styled on the traditional izakayas found throughout Japan. Yakitori literally translated as grilled bird is prepared on skewers and cooked over dense coals known as Bincho-tan made from Oak. True to the izakaya theme food is served as it is ready and a variety of dishes can be ordered and are served continuously throughout the meal."
1,"Renys"," R.H. Reny Inc. doing business as Renys: A Maine Adventure is a chain of department stores located throughout the state of Maine and that has been a part of Maine culture since 1949. Robert H. Reny opened his first store in Damariscotta Maine. In 2004 two of his sons began running the chain. In Fortune Magazine's Small Business column Renys was cited as an example of a small business doing well in the face of competition from Walmart."
1,"SMW-AUTOBLOK"," SMW-AUTOBLOK is a worldwide workholding technology industrial company founded in 1993 based in Caprie Piedmont Italy and with production plants in Meckenbeuren Germany and Caprie."
1,"Puppy Games"," Puppy Games is an independent games studio based in the UK. They describe their game style as neo-retro arcade games.Puppy Games was founded in 2002 by Caspian Prince and Chaz Willets as a part-time project before becoming full-time in 2010 with the release of Revenge of the Titans. Justin Allicorn Burt joined the company in 2011."
1,"ARMZ Uranium Holding"," ARMZ Uranium Holding Co. (AtomRedMetZoloto) is a Russian uranium mining company. It is wholly owned by Atomenergoprom a part of Rosatom.AtomRedMetZoloto was founded in 1992. In 2008 all uranium mines in Russia as also uranium mining related assets in other countries owned by Rosatom subsidiaries were brought under ARMZ Uranium Holding Co.ARMZ Uranium Holding Co. mines uranium in Russia and Kazakhstan. New operations involve Armenia Namibia and Canada. In June 2009 ARMZ Uranium Holding Co."
1,"Universal Animation Studios"," Universal Animation Studios (formerly known as Universal Cartoon Studios) is an American animation studio which is a division of Universal Studios part of NBCUniversal subsidiary of Comcast."
1,"Noble studios"," Noble Studios is a full-service digital agency led by Jarrod Lopiccolo Season Lopiccolo and Michael Thomas. Headquartered in Nevada Noble Studios specializes in Web mobile social media and web strategy.In August 2013 Inc. magazine released its seventh annual Inc. 5005000 an exclusive ranking of the nation's fastest-growing private companies. Noble Studios made the list at No. 1836."
1,"ZENN Motor Company"," ZENN Motor Company (TSX-V: ZNN) ZENN is an acronym for Zero Emissions No Noise is a Canadian-based company that previously developed small lead-acid electric vehicles that were suitable for the neighborhood electric vehicle (NEV) market. Currently their focus is to capitalize on the ownership and rights to EEStor capacitor technology."
1,"Sedo"," Sedo (an acronym for Search Engine for Domain Offers) is a domain name and website marketplace and domain parking provider based in Cambridge Massachusetts and Cologne Germany. The company which is a subsidiary of German-based United Internet has more than 16 million domain names listed on its website for buying and selling."
1,"Artist Pension Trust"," Artist Pension Trust or APT is an investment vehicle specializing in contemporary art which aims to provide financial security and international exposure to selected artists chosen by its international curatorial team. It has the largest global collection of contemporary art comprising 10000 artworks from 2000 artists in 75 countries and growing by more than 2000 each year. As of November 2013 total of 40000 artworks have been committed to APT by 2000 artists."
1,"Electric Time Company"," Electric Time Company founded in 1928 is a manufacturer of tower and street clocks marketed worldwide."
1,"Studio Ghibli"," Studio Ghibli Inc. (株式会社スタジオジブリ Kabushiki-gaisha Sutajio Jiburi) is a Japanese animation film studio based in Koganei Tokyo Japan. The studio is best known for its anime feature films. Studio Ghibli began in June 1985 after the success of Nausicaä of the Valley of the Wind with funding by Tokuma Shoten. The company's logo features the character Totoro (a large forest spirit) from Miyazaki's film My Neighbor Totoro."
1,"United Nations Federal Credit Union"," United Nations Federal Credit Union is a federal credit union headquartered in Long Island City New York U.S. chartered and regulated under the authority of the National Credit Union Administration (NCUA)."
1,"New World Library"," New World Library is a San Francisco Bay Area-based American publisher of books for adults and children. The press focuses on publishing books concerning the mind the body and the spirit.The company was established in 1977 by authors Marc Allen and Shakti Gawain under the name Whatever Publishing."
1,"Easton Press"," Easton Press a division of MBI Inc. based in Norwalk Connecticut is a publisher specializing in high-quality leather-bound books. In addition to canonical classics poetry and art books they publish a large library of science fiction and popular literature as well.Some of Easton Press's products are arranged in series to which a customer can subscribe receiving a new book every month."
1,"Xicat Interactive"," Xicat Interactive was a video game publisher with distribution across Europe and North America. Xicat held several significant licenses including:Gothic Motor Trend Jane's Information Group and Guns & Ammo.But on the other hand this company caused nonpayment of development expenses and was appealed to the court in many case. Especially nonpayment troubles gave rise to Japan game companies."
1,"Union City Recordings"," Union City Recordings was an electronic music record label set up by Circa records in 1991/2 from their operations in West London. The label was managed by Rob Manly and specialised in deep house music which was popular in clubs at the time. The label's catalogue ran to 29 releases across the various formats of the time (12 vinyl singles CD singles and one compilation album Colours)."
1,"Moody Dunbar"," Moody Dunbar is an American food company. It sells bell peppers roasted peppers pimientos and sweet potatoes. It is the largest producer of bell peppers and the third largest canner of sweet potatoes in the United States."
1,"Vilniaus prekyba"," VP Group (Lithuanian: UAB VP grupė previously Vilniaus Prekyba Group VP Market) is one of the largest Lithuanian groups of private companies. It is a holding company through which shareholders manage numerous subsidiaries. It traces its roots to 1992. The flagship property of the company is a chain of retail supermarkets (Maxima Group) which is managed by UAB Vilniaus prekyba. Its principal shareholder is Nerijus Numavičius."
1,"İhlas Holding"," İhlas Holding is a Turkish conglomerate. Besides media assets which include the Türkiye newspaper it has primary interests in construction (İhlas Construction Group) electric and electronic home appliance products and beverages (Kristal Kola) as well as interests in health and education (Türkiye Newspaper Hospital and İhlas College)."
1,"Century Media Records"," Century Media Records is an Independent record label with offices in the United States Germany and Australia."
1,"Air Madagascar"," Société Nationale Malgache de Transports Aériens Société Anonyme operating as Air Madagascar is an airline based in Antananarivo Madagascar. It is the national airline operating services to Europe Asia and neighbouring African and Indian Ocean island destinations. It also operates an extensive domestic network."
1,"Longtail Aviation"," Longtail Aviation is a charter airline based in St. George's Bermuda and was formed in August 1999."
1,"Victory Records"," Victory Records is a Chicago-based record label founded by Tony Brummel. It is a privately held corporation. It also operates a music publishing company called Another Victory Inc. and is the distributor of several smaller independent record labels."
1,"Aspect Co."," Aspect Co. Ltd (アスペクト株式会社 Asupekuto Kabushiki-gaisha) is a Japanese based video game company which was founded in March 1991. Aspect has developed for the Sega Master System Game Gear Pico Genesis Saturn Super NES Game Boy Advance Nintendo DS and WonderSwan Color. Aspect has also worked with the following companies; Sega Takara Tomy D3 Publisher Square Tec Toy Banpresto Takara Disney Interactive Studios and even Samsung."
1,"Watson Farley & Williams"," Watson Farley & Williams is an international law firm."
1,"Tu Va Stables"," Tu Va Stables in Co. Meath Ireland is an Irish thoroughbred horse racing stable and breeding business that was established by Noel Meade a prominent National Hunt racing horse trainer. Although he was a trainer Meade did ride one horse early on in his career Tu Va. He rode Tu Va to a win in a maiden hurdle in August 1971. Responsible for his first win as a trainer Meade decided to name his stables after Tu Va.Tu Va is spread out over 175 acres (0.71 km2)."
1,"Acorda Therapeutics"," Acorda Therapeutics is a biotechnology company based in Ardsley New York USA. The company develops drugs to improve therapies that improve neurological function in people with multiple sclerosis spinal cord injury and other disorders of the central nervous system. Acorda manufactures and markets the drugs Zanaflex and Ampyra in the United States."
1,"Allity"," Allity is a for profit organisation with 31 aged care facilities in Australia. These facilities provide high care low care and both high and low care thus allowing for aging in place. Some facilities have respite programs and some have secure dementia beds. Allity has about 2400 aged care beds and 190 retirement units. There are an additional 563 beds in the pipeline."
1,"Landmark Marketing"," Landmark Marketing is an American travel publishing company that provides travelers with information about the region in which they are visiting through publications placed in hotels and businesses. Such services include a hard bound in-room publication the Visitor's Channel playing on in-room televisions a key card welcome folder and internet visitor services."
1,"Sauer Flugmotorenbau"," Sauer Flugmotorenbau (Sauer Aircraft Engines) or Sauer is a German manufacturer of aircraft engines based at Ober-Olm in Germany."
1,"Cochin Shipyard"," Cochin Shipyard Limited (CSL) is the largest shipbuilding and maintenance facility in India. It is part of a line of maritime-related facilities in the port-city of Kochi in the state of Kerala India.Of the services provided by the shipyard are building platform supply vessels and double-hulled oil tankers."
1,"VDE-Gallo Records"," VDE-Gallo Records is a small record label based in Lausanne Switzerland. It specializes in world music and classical music.Under an ultimatum from the E & J Gallo Winery it was forced to change its name in the US. Exclusively in the American market it uses the name VDE-Gall."
1,"Grassroots Business Fund"," The Grassroots Business Fund is a non-profit based in Washington DC. It has field offices in Kenya Peru and India. Their mission is to build and support high-impact enterprises that provide sustainable economic opportunities to thousands of people at the base of the economic pyramid."
1,"Agriculture Insurance Company of India"," The Agriculture Insurance Company of India Limited (AIC) offers yield-based and weather-based crop insurance programs in almost 500 districts of India. It covers almost 20 million farmers making it the biggest crop insurer in the world in number of farmers served."
1,"World Gym"," World Gym was founded in 1976 by Joe Gold during the glory days of “Muscle Beach” in Venice California. Since that time World Gym has evolved into an internationally recognized brand.World Gym currently has approximately 200 franchises worldwide located in 36 states and in Canada Mexico Central and South America Australia Taiwan South Korea India Egypt and Russia."
1,"Helitt Líneas Aéreas"," Helitt Líneas Aéreas is a charter airline based in Málaga Spain. Its main base is Málaga Airport."
1,"Fort Collins Brewery"," Fort Collins Brewery was founded on June 1 1992 by Sandy Jones Karen Jones Dave Scott and Janet Scott. Originally named the H.C. Berger Brewing Company Fort Collins Brewery had a capacity of 8840 Barrels and Jesse Angell serving as the head brewer.The Joneses and Scotts sold the business in 1996. It was seized from the new owners in 2002 for failure to pay taxes and the Joneses took it back in August 2003."
1,"MCA Inc."," MCA Inc. (or Music Corporation of America) was an American media company. Initially starting in the music business the company next became a dominant force in the film business and later expanded into the television business. MCA published music booked acts ran a record company represented film television and radio stars and eventually produced and sold television programs to the three major television networks."
1,"Tiens Biotech Group"," Tiens Group Co. Ltd (Tiens Group) is a multinational conglomerate based in Tianjin China. It was founded in 1995 by Mr. Li Jinyuan in Tianjin China began its march into the international market in 1997. Tiens Group focuses on industrial capital trading capital and financial capital. Its businesses cover fields like biotechnology health management hotel and tourism industry educational training e-commerce finance investment and real estate."
1,"Plectron"," A Plectron is a specialized VHF/UHF single-channel emergency alerting radio receiver used to activate emergency response personnel and disaster warning systems. Manufactured from the late 1950s through the late 1990s by the now defunct Plectron Corporation in Overton Nebraska hundreds of thousands of these radios were placed in homes of first responders across all of North America."
1,"Magirus"," Magirus GmbH is a truck manufacturer based in Ulm Germany founded by Conrad Dietrich Magirus (1824–1895). The company began manufacturing fire-fighting vehicles in 1866. In the late 1910s it started the production of trucks and buses."
1,"South Jersey Industries"," South Jersey Industries (NYSE: SJI) is a publicly held energy services holding company for a natural gas utility and other non-regulated companies."
1,"Po' Folks (restaurant)"," Po' Folks was an American family restaurant chain. It was founded in 1975 in Anderson South Carolina. Between 1982 and its closure in 1988 Po' Folks was operated by the fast food chain Krystal."
1,"Solazyme"," Solazyme Inc. is a publicly held biotechnology company in the United States. Solazyme uses proprietary technology to transform a range of low-cost plant-based sugars into high-value oils. Their renewable products are designed to replace or enhance oils derived from petroleum plants and animal fats."
1,"El Al"," Distinguish from El Altet (an old name for Alicante Airport in Spain).El Al Israel Airlines Ltd (TASE: ELAL) trading as El Al (Hebrew: אל על‎ To The Skies or Skywards) is the flag carrier of Israel."
1,"Swarm Development Group"," The Swarm Development Group (SDG) is an American non-profit organization to advance the development of complex adaptive system-oriented agent-based modeling (ABM) tools initiated at the Santa Fe Institute (SFI) in Santa Fe New Mexico USA. It was formed in 1999 by a group of multidisciplinary scientists researchers and software developers led by Chris Langton. Langton was also the founder of the emerging field of research called artificial life."
1,"Dando Drilling"," Dando is an English company manufacturing and supplying drilling rigs and equipment."
1,"Short Brothers"," Short Brothers plc is an aerospace company usually referred to as Shorts now based at Belfast Northern Ireland. Shorts was founded in 1908 in London and was the first company in the world to make production aircraft. It was particularly notable for its flying boat designs manufactured into the 1950s.In 1943 Shorts was nationalised later denationalised and in 1948 moved from its main base at Rochester Kent to Belfast."
1,"Level-5"," Level-5 Inc. (株式会社レベルファイブ Kabushiki-gaisha Reberu Faibu) is an independent video game developer and publisher based in Fukuoka Japan. The company which employs about 280 individuals was founded in October 1998 by Akihiro Hino after he departed from the now defunct Japanese developer Riverhillsoft."
1,"DaySmart Software"," DaySmart Software Inc. incorporated in 1999 is located in Wixom Michigan and designs engineers and sells business management software for salons day spas medical spas pet groomers tattoo parlors and many other personal service industries."
1,"Elna (Japanese company)"," Elna Co. Ltd is a Japanese manufacturer of electrolytic and electric double layer capacitors. It also produces custom printed circuit boards for OEM use. The company took on the name Elna when it acquired Elna Electronics Co. in March 1968. However the company was established in 1937 though not under the name Elna. Elna's headquarters is located in Yokohama Japan."
1,"World Travel and Tourism Council"," The World Travel & Tourism Council (WTTC) is a forum for the travel and tourism industry. It is made up of members from the global business community and works with governments to raise awareness about the travel and tourism industry. It is known for being the only forum to represent the private sector in all parts of the industry worldwide."
1,"Celine Engelstad"," Celine Engelstad AS is a Norwegian jewelry company headquartered in Oslo Norway. The company was founded during the spring of 2007 by the designer Celine Engelstad and the marketer Gunnvor Vik from Oslo in Norway. The company produces exclusive handmade and unique jewelries."
1,"U.S. Steel"," The United States Steel Corporation (NYSE: X) more commonly known as U.S. Steel is an American integrated steel producer with major production operations in the United States Canada and Central Europe. The company was the world's 13th largest steel producer in 2010. It was renamed USX Corporation in 1986 and back to United States Steel Corporation in 2001 when the shareholders of USX spun off the oil & gas business of Marathon Oil and the steel business of U. S. Steel to shareholders."
1,"Andretti Winery"," Andretti Winery is a boutique winery in the Oak Knoll District portion of Napa California."
1,"SoulCycle"," SoulCycle is a Manhattan-based chain of health clubs located in New York Connecticut and California aimed towards classes involving stationary bicycles."
1,"Shanxi Airlines"," Shanxi Airlines was an airline based in Taiyuan in the People's Republic of China. It operated scheduled domestic passenger services. In Nov 29 2007 it merged with China Xinhua Airlines and Chang’an Airlines to form Grand China Air a subsidiary of Hainan Airlines."
1,"Incus Records"," Incus Records is an artist-owned record label founded by Derek Bailey Tony Oxley Evan Parker and Michael Walters specialising in the dissemination of free-improvised music. The first release on the label was The Topography of the Lungs recorded by Bailey Parker and Han Bennink in 1970. Walters and Oxley left the label shortly after its founding after which it continued as a partnership between Bailey and Parker until a falling-out between the two men in the mid-1980s."
1,"Diabolic Video"," Diabolic Video Productions is an American pornographic movie studio headquartered in Chatsworth California. The company was originally a sister-studio of Anabolic Video. During their partnership the studios were a pioneer of gonzo pornography and are considered one of the most successful gonzo producers."
1,"K&L Gates"," K&L Gates LLP is a US-based international law firm with offices in Asia Australia Europe the Middle East South America and the United States. It is the 8th largest law firm in the United States and the 11th largest among law firms worldwide. The company has been described as a lobbying firm that represents the hi-tech and energy sectors and in the past has hired former legislators favorably inclined towards their clients."
1,"Tokyopop"," Tokyopop styled TOKYOPOP and formerly known as Mixx is an American distributor licensor and publisher of anime manga manhwa and Western manga-style works. The existing German publishing division produces German translations of licensed Japanese properties and original English-language manga as well as original German-language manga. Tokyopop's defunct US publishing division previously published works in English and Japanese."
1,"Caff Records"," Caff Records was a short lived British independent record label run by Bob Stanley of the band Saint Etienne. The label went by the name Caff Caff Records and Caff Corporation. Established in 1989 it is most noted for single releases by Pulp and the Manic Street Preachers. The Caff logo is a line drawing of a duck. After closing the label Stanley together with Pete Wiggs ran Icerink Records (1992–94) Royal Mint (1995) and EMIdisc (1996)."
1,"989 Studios"," 989 Studios was a division of Sony Computer Entertainment America (SCEA) that developed games for the PlayStation consoles and Windows personal computers. Their games include EverQuest Twisted Metal III and 4 Syphon Filter and Syphon Filter 2 Jet Moto 3 Bust a Groove and others. It now exists as the 989 Sports brand owned by SCEA that produces sports games."
1,"Tigervision"," Tigervision was a subsidiary of Tiger Toys who produced video games for the Atari 2600 Atari 8-bit TI-99/4A VIC-20 and Commodore 64.Most of their games were ports of computer titles by Sierra On-Line or arcade titles by Orca Corp."
1,"Cub Foods"," Cub Foods is a supermarket chain with seventy-three stores in Minnesota and Illinois. The company is a wholly owned subsidiary of Eden Prairie Minnesota-based SuperValu Inc. The store was famous for being “no frills; sack your own groceries ...”"
1,"Ohana Real Estate Investors"," Ohana Real Estate Investors (OREI) is an investment and oversight group funded by Pierre Omidyar the Founder and Chairman of eBay."
1,"TEAL"," Tasman Empire Airways Limited (TEAL) was the forerunner of Air New Zealand. It was first registered in Wellington as a limited liability company on 26 April 1940.The shares were originally held by the New Zealand government (20%) Union Airways (19%) BOAC (38%) and Qantas (23%)."
